architecture,noise_class,amplitude,instance_idx,seed,t1,ramsey,echo,gate
neutral_atom,t1_telegraph,0.1,7,77141207,0.06492698992233265,3.80530214110655,4.330326042441524,0.8306266004194931
neutral_atom,t1_telegraph,0.1,8,77141208,0.2905542739641337,0.5617632421693309,1.3503467039741757,0.6334034584094016
neutral_atom,t1_telegraph,0.1,9,77141209,0.7359364007882725,3.0168737279453564,1.9147072613751168,2.889422848650772
neutral_atom,t1_telegraph,0.1,10,77141210,0.8207838235826858,0.8566077935179439,2.4574467206193877,0.8177562192548066
neutral_atom,t1_telegraph,0.1,11,77141211,1.4865461956431245,4.726435450539809,0.12664648232219156,0.3855405338353191
neutral_atom,t1_telegraph,0.1,12,77141212,0.32097727731578823,2.1297835254373036,0.02744945702724584,0.4483064740165961
neutral_atom,t1_telegraph,0.1,13,77141213,1.843133982541357,2.8851542693639067,1.2480019867189294,0.054830609221648556
neutral_atom,t1_telegraph,0.1,14,77141214,0.06372371526921243,2.107355298032979,0.4205047488800809,0.5406775464308944
neutral_atom,t1_telegraph,0.1,15,77141215,9.890790181109054,1.166738671382987,1.052863006567672,1.4609631470758615
neutral_atom,t1_telegraph,0.1,16,77141216,0.2762433851650334,2.596426676276788,1.2079695540362634,0.9386982918734578
neutral_atom,t1_telegraph,0.1,17,77141217,5.839567804597052,1.252162721333716,0.25993786203309166,1.2011784031962
neutral_atom,t1_telegraph,0.1,18,77141218,0.3058475793532039,3.1531369722711817,3.704939893765518,0.5639757918414996
neutral_atom,t1_telegraph,0.1,19,77141219,3.3632525590232407,0.46304602809357276,2.808906893586686,0.48212159354676265
neutral_atom,t1_telegraph,0.2,0,77141300,0.17907470227501557,0.9010529141571176,1.4303473687399804,0.3020217284663197
neutral_atom,t1_telegraph,0.2,1,77141301,2.850888122512653,5.1521323953710105,0.41939733342702407,0.8051421926089862
neutral_atom,t1_telegraph,0.2,2,77141302,1.5911812521785154,0.25377986898142835,0.6748159002198875,0.7276092206267739
neutral_atom,t1_telegraph,0.2,3,77141303,3.269639546515442,2.1443103097425085,0.6330591948622533,1.2968207079239695
neutral_atom,t1_telegraph,0.2,4,77141304,2.4844065277075877,0.6014116176746646,0.663961937392884,0.16614488933660015
neutral_atom,t1_telegraph,0.2,5,77141305,0.6192187393326531,1.2014702299595617,1.3087851022736656,3.7963806709405072
