arch,T1_true,T1_rec,T1_sig,T2_true,T2_rec,T2_sig,T2_ramsey_rec,T2_ramsey_sig,T2_echo_rec,T2_echo_sig,dw_true,dw_rec,dw_sig,eps_true,eps_rec,eps_sig,t1_chi2,ramsey_chi2,gate_chi2,echo_chi2
neutral_atom,1.742157912043324,2.2856854801097866,0.15250448224711224,0.6648833218848282,0.674581398503295,0.04213179051692845,0.6831217064886071,0.05232851665736436,0.6588421766806594,0.0710384187388995,4.6631968206321694,4.641997898917292,0.21826861759994667,0.0027181502338909152,0.0025957892346665356,0.0002032725954669386,0.6236136609580304,0.25795516918483724,0.9840929768468396,0.17618576878249576
neutral_atom,49.157093647611774,47.78092133897244,7.916118663610214,0.6606945586271099,0.657521755166041,0.04403291274625531,0.6810393718652674,0.051852456596039806,0.5967062424786514,0.06081628846693763,9.800270594890897,9.63965168657845,0.22110045814715604,0.0022134651690442425,0.002338791828367727,0.00022339209091504014,1.2231735145495248,0.9030410497740704,3.5545339413584824,1.8798357878205758
neutral_atom,84.0652948266661,81.57934785865247,21.159761933677192,1.3947415867286346,1.2012963376491266,0.03412474177566855,1.1556857483151124,0.08361218777356745,1.210412177456032,0.026452689726069196,10.920359127605781,10.871691100036147,0.1925739474765151,0.00871992752504705,0.008951454947241269,0.0007478242828943704,0.37018990071610547,0.4996209657045131,1.1379116651404408,1.9967812935791733
neutral_atom,1.1173241066323405,1.1133312529975783,0.400890290000798,1.0036554517128093,0.8766216167699856,0.05647745018810762,0.8565750093081055,0.059021997654353994,0.8896746714070346,0.0631425843355352,5.05729086636366,5.219479081965693,0.21488815790025712,0.007960663203459954,0.009088910525500543,0.0006222781897999708,0.5037710199043117,2.321847853356981,0.990113846789086,1.3209553261623932
neutral_atom,2.3659426653209654,2.2934944619217013,0.15122256451440402,1.5727755732446502,1.4626893838369988,0.08268154619846964,1.4317056657221456,0.109773883734884,1.503312577720165,0.12569537440469034,5.128103306634685,5.221324112276397,0.1882895293130823,0.0012275819470943454,0.0013690365880111401,0.00015457609740473054,0.27089247958088186,0.5376590296661886,0.4489114606169267,0.9877700352840557
neutral_atom,4.092917266287797,4.09267360616645,0.07097835149260458,2.0975372272746915,1.9835012980578601,0.11791764793580488,2.0291825672017643,0.16251385915843972,1.9327121407312842,0.14491995035736074,11.506355174256633,11.468878400981938,0.17435261020364706,0.0018908748763809605,0.001854840472633179,0.00017286023744174934,0.20633783183237245,0.6255001055875173,1.1350891913334107,1.3981613731699927
neutral_atom,3.825115619712332,4.157429761896109,0.07050716737810957,0.5905145735087317,0.5278967535633246,0.041928344160189014,0.5246262966826383,0.04237925443985583,0.5418260876855547,0.05416237507891826,6.083274966528872,6.264608609904708,0.24224624237326067,0.0059178651941040146,0.005913912368257086,0.0003705800983911134,0.2685804203616365,1.2086529398661905,1.493452197715674,3.15162665226043
neutral_atom,2.484993337770226,2.2886066510147627,0.1519821164646378,1.8503577895758245,1.622559208472292,0.13453189204063684,1.745671017052053,0.14051189888951662,1.5567705480448562,0.13181846468425368,4.118954162871489,3.959670090216897,0.18268139037330203,0.004429759231745372,0.00452003240527063,0.0003503932434549819,0.44200975514180185,2.6321236481964325,2.157571536038026,1.5982007384209849
neutral_atom,64.89353610827787,62.137351775398145,12.755892841401318,1.0502485047533519,0.8642687559766669,0.04406627409134759,0.9184141219129035,0.06715374281920919,0.8233224545583511,0.046228294342754626,5.155493828909242,5.197955667664257,0.20226312142341607,0.006297171971874259,0.006145227928804604,0.00027289220077882515,1.5611735912393794,0.4477078964429183,0.19968983720188474,1.595798646749353
neutral_atom,88.93485003170612,84.33757924103269,22.524318733934987,2.5319647013860265,2.4543217263448547,0.06439572123482945,2.8281303698850437,0.21662174393385283,2.4309733527581656,0.06637636452526086,5.964686874750486,5.994908918862737,0.1762080205102151,0.0036831678415852184,0.0038980118706562383,0.00024902792224054313,3.2854234176955472,1.5031957329166328,0.6733682620595955,0.5419769738385511
neutral_atom,29.055357244382826,25.27223836742524,2.6682879780051096,1.3134256367244523,1.1446130350659947,0.02895503085430007,1.1833864851707019,0.05326376837983506,1.1283482257289907,0.03449762160584618,7.160507072174738,7.012728409094493,0.1864607553156536,0.0021224953760946618,0.0021613366427739714,0.0001850784200677783,1.0166097692555547,0.47669135857180045,1.1529737986627084,0.9298736000211536
neutral_atom,25.48454987095046,29.11280943521154,3.3608346695106657,2.121361314099352,2.1073252124348896,0.07550352446772163,2.011991129813884,0.1551659047111664,2.1146397653362303,0.07834652154015802,6.450686356908658,6.305896833875072,0.17843083312756391,0.002019050924503044,0.001851114561811355,0.00017271492056551417,1.0829008722376645,3.322823315604056,0.12652695259247757,0.28920657325321436
neutral_atom,6.697142435648836,7.043004704298677,0.07552870256177956,1.8805983293271107,1.5957673582092218,0.10812173222942555,1.5413605999323996,0.11485566510491126,1.6537803213800055,0.09536076641779027,14.084980281664262,14.128111908184064,0.18063282048662385,0.0028451349347290255,0.002948938330495597,0.00021878901849015862,0.07464661023505159,1.7172700822564255,0.2669467202368545,2.656294230737046
neutral_atom,2.9993536187775227,3.4083464501789855,0.08039813552001854,1.5542150526210405,1.3185071203012073,0.0778825416919462,1.3763989882398968,0.10046662499788721,1.2313256390461447,0.1232892337926248,9.63203859710293,9.56520907468144,0.18297766950892697,0.002998787379775812,0.003317068994073563,0.00023562427629614238,0.7957297485798847,0.6093169336986479,0.20626052927749441,0.9041942302533221
neutral_atom,1.7186757540671929,2.2836246659116695,0.1527649297882387,0.800687817991038,0.6839009057101916,0.04305602506759313,0.6629155752347878,0.05125391235336369,0.7342190110379992,0.07936540840329355,5.372020440253016,5.817220442664347,0.21162668066720508,0.0018977796556120968,0.0021333568309940807,0.00018394153575192432,0.8735003143112383,0.5316276910532534,0.0983005175525003,0.2220064749588939
neutral_atom,1.2359394359605624,1.155304070345204,0.4216709958335303,0.3334537731868693,0.3218830919117284,0.0261185170066886,0.32078917307344923,0.028042428654844558,0.32904470356752796,0.040691861137891895,12.4357560289863,12.569517399621779,0.2976169386629522,0.005957589456744938,0.00582900485566075,0.0003657806663987436,0.2433894856818373,0.3690564634981892,1.56121150716012,3.109150935806446
neutral_atom,23.056057722920507,22.557867383392974,2.229542731868766,0.3861404237171603,0.37262509193167487,0.027344395998854232,0.35978565203692875,0.02379087626345695,0.39980505773146985,0.04827592600927446,13.705053677838736,13.3509663093839,0.274064161326312,0.0050264920193400595,0.004898403924517287,0.000118942064260768,1.261738749186958,1.945080241223043,0.22140985473333102,0.34998234927550614
neutral_atom,2.977575530623293,2.5389530612511755,0.12178439842286559,0.464135863547127,0.4603463179386363,0.04082656094570099,0.4752786260110233,0.039105832959918915,0.43238425909168776,0.04861934329313357,8.142649464940563,8.483747011412344,0.2546450760335755,0.007018850169761514,0.007690714988845955,0.00047624357884502427,0.8559624142452364,1.6719898322669529,1.2721418540650182,2.0255396120486675
