architecture,noise_class,amplitude,probe,mean_chi2_dof,ci_lo,ci_hi,n
trapped_ion,quasistatic_dephasing,0.5,echo,1.022242124499852,0.6355870212720103,1.4643630070747027,20
trapped_ion,quasistatic_dephasing,0.5,gate,1.1095759724209031,0.6745774638666426,1.5618422055932206,20
trapped_ion,quasistatic_dephasing,0.7,t1,3.27356506171576,1.5838372663080096,5.314347946017979,20
trapped_ion,quasistatic_dephasing,0.7,ramsey,7.854805635864848,5.2056342965852185,10.56274029169168,20
trapped_ion,quasistatic_dephasing,0.7,echo,1.3828345730156346,0.7206817439078468,2.1612056773669845,20
trapped_ion,quasistatic_dephasing,0.7,gate,0.9739933320955132,0.6241354083881875,1.3849766123459701,20
trapped_ion,quasistatic_dephasing,0.95,t1,2.9605920871085116,1.024742018626626,5.742486215528913,20
trapped_ion,quasistatic_dephasing,0.95,ramsey,4.511969322314883,2.570444596227547,6.87444737673585,20
trapped_ion,quasistatic_dephasing,0.95,echo,0.8408097322425123,0.4696728532918561,1.229106617163427,20
trapped_ion,quasistatic_dephasing,0.95,gate,1.381985236615669,1.000643636537653,1.8528410364775274,20
trapped_ion,quasistatic_dephasing,1.2,t1,1.6297130464618832,1.0016973087487895,2.525716004875537,20
trapped_ion,quasistatic_dephasing,1.2,ramsey,7.686080042400171,4.720362996291646,11.009784541565285,20
trapped_ion,quasistatic_dephasing,1.2,echo,0.9333211429881502,0.5658160775720015,1.4416010560737609,20
trapped_ion,quasistatic_dephasing,1.2,gate,1.4620889845864327,0.9955119527137658,1.965724718267433,20
trapped_ion,coherent_gate,0.0,t1,2.5020812529757825,1.4631891158506452,3.7229912565194296,20
trapped_ion,coherent_gate,0.0,ramsey,3.3600222062281198,1.82857443518678,5.21963183749994,20
trapped_ion,coherent_gate,0.0,echo,1.5149760861204957,0.8284882410239642,2.408094299335209,20
trapped_ion,coherent_gate,0.0,gate,0.9513709367087955,0.5829666450133953,1.3806664484825004,20
trapped_ion,coherent_gate,0.005,t1,3.400487500309552,1.663326844146076,5.543160308505242,20
trapped_ion,coherent_gate,0.005,ramsey,3.990963617797552,1.9908293517638327,6.56398781357062,20
trapped_ion,coherent_gate,0.005,echo,1.3474342698236659,0.925195439566238,1.8853564620986154,20
trapped_ion,coherent_gate,0.005,gate,43.98378626619055,27.495006998163753,60.65698654638652,20
trapped_ion,coherent_gate,0.01,t1,3.0934261870246678,1.4007256774596517,5.576732481557863,20
trapped_ion,coherent_gate,0.01,ramsey,3.5600288291076057,1.4939178020941728,6.076107899243687,20
trapped_ion,coherent_gate,0.01,echo,0.9206594592380997,0.5889782063643382,1.3406965699461662,20
trapped_ion,coherent_gate,0.01,gate,58.218364097463336,40.42875442668368,78.52870269061759,20
trapped_ion,coherent_gate,0.015,t1,1.2493046908861785,0.7807734539681276,1.813911355353399,20
trapped_ion,coherent_gate,0.015,ramsey,2.9229968248447924,1.880202132942466,4.132803823073729,20
trapped_ion,coherent_gate,0.015,echo,1.0045035041952388,0.6675997254997359,1.399129925774702,20
trapped_ion,coherent_gate,0.015,gate,70.60744697848348,49.79724950769078,90.93628889264463,20
trapped_ion,coherent_gate,0.02,t1,3.5087264821012347,1.139911894593308,6.816645268771285,20
trapped_ion,coherent_gate,0.02,ramsey,2.736545952560076,1.6361513023494845,4.165595806335573,20
trapped_ion,coherent_gate,0.02,echo,1.6442954491307347,1.0072020667195016,2.3890145412143817,20
trapped_ion,coherent_gate,0.02,gate,120.60413162105502,86.25999725558589,155.47387361090045,20
trapped_ion,coherent_gate,0.03,t1,1.7672106423528509,0.8466611120438962,3.0258959011298816,20
trapped_ion,coherent_gate,0.03,ramsey,2.9710970302664643,1.8069786384859452,4.291276098448375,20
trapped_ion,coherent_gate,0.03,echo,0.8104157899105682,0.6838554455688713,0.96080338126087,20
trapped_ion,coherent_gate,0.03,gate,119.62323998231292,91.15709529145389,149.34019702774353,20
trapped_ion,coherent_gate,0.045,t1,2.976444474850644,1.7709173395830813,4.298732834581988,20
trapped_ion,coherent_gate,0.045,ramsey,7.2951498408136235,3.9939810408423186,11.372781330888497,20
trapped_ion,coherent_gate,0.045,echo,1.3401989350240955,0.9187345814820085,1.8285388551424957,20
trapped_ion,coherent_gate,0.045,gate,46.088824833358345,27.946863655673194,65.22997048983262,20
trapped_ion,coherent_gate,0.06,t1,4.006809712286616,1.1448555952081954,9.017331932026218,20
trapped_ion,coherent_gate,0.06,ramsey,3.985088004380283,1.9305741166638717,6.551664650239466,20
trapped_ion,coherent_gate,0.06,echo,1.1577032627852883,0.7166815195662442,1.6607496214252557,20
trapped_ion,coherent_gate,0.06,gate,54.00468422266787,36.28526603039298,72.12731814734056,20
trapped_ion,coherent_gate,0.08,t1,1.9744060017271174,1.065731465950637,3.085244640442382,20
trapped_ion,coherent_gate,0.08,ramsey,2.3656729951717375,1.2692748178560076,3.886808384837294,20
trapped_ion,coherent_gate,0.08,echo,0.9784928785941451,0.5166219330633685,1.60452427772655,20
trapped_ion,coherent_gate,0.08,gate,119.38403959398087,90.1872816822436,149.72853017916867,20
