architecture,noise_class,amplitude,probe,mean_chi2_dof,ci_lo,ci_hi,n
superconducting,coherent_gate,0.01,gate,25.48731154475826,14.237258656323599,37.95310308496911,20
superconducting,coherent_gate,0.015,t1,1.7170350517956254,1.3174430041823308,2.126162113787772,20
superconducting,coherent_gate,0.015,ramsey,1.1874504995326849,0.9146316387554113,1.4778853967398597,20
superconducting,coherent_gate,0.015,echo,1.3323032603933138,0.799437652242575,2.0542586117870756,20
superconducting,coherent_gate,0.015,gate,60.13780045390136,43.869805222526715,78.24207668997043,20
superconducting,coherent_gate,0.02,t1,1.921610114230381,1.3356567775524961,2.590331063033372,20
superconducting,coherent_gate,0.02,ramsey,1.304669895925136,0.9544123380856138,1.7091181197811538,20
superconducting,coherent_gate,0.02,echo,0.9455269895797349,0.5367117384884106,1.4301933937767202,20
superconducting,coherent_gate,0.02,gate,65.09692208765954,45.7717217459894,85.8288865521129,20
superconducting,coherent_gate,0.03,t1,1.895050598673769,1.4024260340780945,2.4279618118495,20
superconducting,coherent_gate,0.03,ramsey,1.0115536501146545,0.5682884866454597,1.5183505513365907,20
superconducting,coherent_gate,0.03,echo,0.8966970363276484,0.5955402329818846,1.213180793161806,20
superconducting,coherent_gate,0.03,gate,12.435237063184669,7.351151643948121,18.926444740232935,20
superconducting,coherent_gate,0.045,t1,1.3006871752263336,0.8756619302993499,1.762973288601371,20
superconducting,coherent_gate,0.045,ramsey,1.1323478937666347,0.9052621786327659,1.4062282163436863,20
superconducting,coherent_gate,0.045,echo,1.2037819035496444,0.7672721831823446,1.7378223440127192,20
superconducting,coherent_gate,0.045,gate,29.02937114922574,17.366065306392834,41.49001698626752,20
superconducting,coherent_gate,0.06,t1,1.6383592996073504,1.227805099047487,2.0783574790432406,20
superconducting,coherent_gate,0.06,ramsey,1.2117982327463463,0.85961438679708,1.5678633694984172,20
superconducting,coherent_gate,0.06,echo,0.6856130593837196,0.40450472550350036,0.9734233535638469,20
superconducting,coherent_gate,0.06,gate,28.066699773760035,17.928712334514444,39.64090497473125,20
superconducting,coherent_gate,0.08,t1,1.3052063380792487,0.8868506849501965,1.7903978914113394,20
superconducting,coherent_gate,0.08,ramsey,1.377083869120803,0.94653482290989,1.8418522031905793,20
superconducting,coherent_gate,0.08,echo,0.9862430689367097,0.6907486496703702,1.3220732181868837,20
superconducting,coherent_gate,0.08,gate,28.698713174924336,17.784183280294975,40.10057636309625,20
trapped_ion,t1_telegraph,0.0,t1,2.229168999347723,0.9662112310865734,3.6163721945806215,20
trapped_ion,t1_telegraph,0.0,ramsey,3.04898801915617,1.7645077811849719,4.627264659522402,20
trapped_ion,t1_telegraph,0.0,echo,0.9291826067926673,0.6029043533526338,1.2867641773036735,20
trapped_ion,t1_telegraph,0.0,gate,1.597788275044227,0.9700655043995869,2.278977956258525,20
trapped_ion,t1_telegraph,0.05,t1,2.185612502826621,1.1377551496986815,3.4855980406652374,20
trapped_ion,t1_telegraph,0.05,ramsey,3.830678416229098,1.3438576727943647,7.414311626024691,20
trapped_ion,t1_telegraph,0.05,echo,0.8474497512780331,0.4913218647690745,1.3299149981755582,20
trapped_ion,t1_telegraph,0.05,gate,1.1763108397159368,0.8198770063238383,1.5496263615822272,20
trapped_ion,t1_telegraph,0.1,t1,5.174456062093864,2.783580889133577,8.366603509247515,20
trapped_ion,t1_telegraph,0.1,ramsey,3.2633028592897704,1.4649881332237413,5.689885722942979,20
trapped_ion,t1_telegraph,0.1,echo,1.0574101154671343,0.7154087110563485,1.435592895945622,20
