shots,architecture,parameter,r2
6800,neutral_atom,T2,0.934160
6800,neutral_atom,delta_omega,0.941236
6800,neutral_atom,epsilon_sx,0.956212
6900,superconducting,T1,0.921462
6900,superconducting,T2,0.924878
6900,superconducting,delta_omega,0.995558
6900,superconducting,epsilon_sx,0.977767
6900,trapped_ion,T1,0.997686
6900,trapped_ion,T2,0.980343
6900,trapped_ion,delta_omega,0.994233
6900,trapped_ion,epsilon_sx,0.987247
6900,neutral_atom,T1,0.900681
6900,neutral_atom,T2,0.958801
6900,neutral_atom,delta_omega,0.955482
6900,neutral_atom,epsilon_sx,0.956103
7000,superconducting,T1,0.924403
7000,superconducting,T2,0.920504
7000,superconducting,delta_omega,0.994026
7000,superconducting,epsilon_sx,0.976429
7000,trapped_ion,T1,0.994015
7000,trapped_ion,T2,0.985305
7000,trapped_ion,delta_omega,0.993887
7000,trapped_ion,epsilon_sx,0.989665
7000,neutral_atom,T1,0.961052
7000,neutral_atom,T2,0.966664
7000,neutral_atom,delta_omega,0.953651
7000,neutral_atom,epsilon_sx,0.951108
7100,superconducting,T1,0.919526
7100,superconducting,T2,0.902022
7100,superconducting,delta_omega,0.995919
7100,superconducting,epsilon_sx,0.984714
7100,trapped_ion,T1,0.993585
7100,trapped_ion,T2,0.979174
7100,trapped_ion,delta_omega,0.988027
7100,trapped_ion,epsilon_sx,0.976207
7100,neutral_atom,T1,0.899789
7100,neutral_atom,T2,0.953753
7100,neutral_atom,delta_omega,0.949511
7100,neutral_atom,epsilon_sx,0.965129
7200,superconducting,T1,0.908772
7200,superconducting,T2,0.927931
7200,superconducting,delta_omega,0.994356
7200,superconducting,epsilon_sx,0.979259
7200,trapped_ion,T1,0.995694
7200,trapped_ion,T2,0.973831
7200,trapped_ion,delta_omega,0.995292
7200,trapped_ion,epsilon_sx,0.983660
7200,neutral_atom,T1,0.927222
7200,neutral_atom,T2,0.957146
7200,neutral_atom,delta_omega,0.944197
7200,neutral_atom,epsilon_sx,0.960744
7300,superconducting,T1,0.923012
7300,superconducting,T2,0.919525
7300,superconducting,delta_omega,0.995118
7300,superconducting,epsilon_sx,0.982398
7300,trapped_ion,T1,0.993984
7300,trapped_ion,T2,0.968612
7300,trapped_ion,delta_omega,0.997256
7300,trapped_ion,epsilon_sx,0.983511
7300,neutral_atom,T1,0.854980
7300,neutral_atom,T2,0.961508
7300,neutral_atom,delta_omega,0.956816
7300,neutral_atom,epsilon_sx,0.961961
7400,superconducting,T1,0.889473
7400,superconducting,T2,0.926581
7400,superconducting,delta_omega,0.993560
7400,superconducting,epsilon_sx,0.984238
7400,trapped_ion,T1,0.993866
7400,trapped_ion,T2,0.978494
7400,trapped_ion,delta_omega,0.993588
7400,trapped_ion,epsilon_sx,0.979005
7400,neutral_atom,T1,0.952547
7400,neutral_atom,T2,0.953442
7400,neutral_atom,delta_omega,0.945569
7400,neutral_atom,epsilon_sx,0.958497
7500,superconducting,T1,0.913807
7500,superconducting,T2,0.899349
7500,superconducting,delta_omega,0.996705
7500,superconducting,epsilon_sx,0.979061
7500,trapped_ion,T1,0.994636
7500,trapped_ion,T2,0.984712
7500,trapped_ion,delta_omega,0.992185
7500,trapped_ion,epsilon_sx,0.983277
7500,neutral_atom,T1,0.792475
7500,neutral_atom,T2,0.966146
7500,neutral_atom,delta_omega,0.958822
7500,neutral_atom,epsilon_sx,0.962524
7600,superconducting,T1,0.915547
7600,superconducting,T2,0.919889
7600,superconducting,delta_omega,0.996141
7600,superconducting,epsilon_sx,0.977479
7600,trapped_ion,T1,0.993779
7600,trapped_ion,T2,0.987534
7600,trapped_ion,delta_omega,0.991149
7600,trapped_ion,epsilon_sx,0.984664
7600,neutral_atom,T1,0.939464
7600,neutral_atom,T2,0.957105
7600,neutral_atom,delta_omega,0.947124
7600,neutral_atom,epsilon_sx,0.961669
7700,superconducting,T1,0.946748
7700,superconducting,T2,0.901346
7700,superconducting,delta_omega,0.992966
7700,superconducting,epsilon_sx,0.983841
7700,trapped_ion,T1,0.993818
7700,trapped_ion,T2,0.986840
7700,trapped_ion,delta_omega,0.994983
7700,trapped_ion,epsilon_sx,0.982473
7700,neutral_atom,T1,0.917426
7700,neutral_atom,T2,0.955488
7700,neutral_atom,delta_omega,0.943849
7700,neutral_atom,epsilon_sx,0.968099
7800,superconducting,T1,0.916026
7800,superconducting,T2,0.902087
7800,superconducting,delta_omega,0.996833
7800,superconducting,epsilon_sx,0.985797
7800,trapped_ion,T1,0.995553
7800,trapped_ion,T2,0.986418
7800,trapped_ion,delta_omega,0.996161
7800,trapped_ion,epsilon_sx,0.982305
7800,neutral_atom,T1,0.916153
7800,neutral_atom,T2,0.965236
7800,neutral_atom,delta_omega,0.951510
7800,neutral_atom,epsilon_sx,0.958048
7900,superconducting,T1,0.903973
7900,superconducting,T2,0.920305
7900,superconducting,delta_omega,0.996745
7900,superconducting,epsilon_sx,0.984216
7900,trapped_ion,T1,0.993714
7900,trapped_ion,T2,0.982883
7900,trapped_ion,delta_omega,0.996866
7900,trapped_ion,epsilon_sx,0.988165
7900,neutral_atom,T1,0.921279
7900,neutral_atom,T2,0.960491
7900,neutral_atom,delta_omega,0.944985
7900,neutral_atom,epsilon_sx,0.958358
8000,superconducting,T1,0.939374
8000,superconducting,T2,0.922014
8000,superconducting,delta_omega,0.995378
8000,superconducting,epsilon_sx,0.985730
8000,trapped_ion,T1,0.995013
8000,trapped_ion,T2,0.987622
8000,trapped_ion,delta_omega,0.992611
8000,trapped_ion,epsilon_sx,0.980856
8000,neutral_atom,T1,0.916819
8000,neutral_atom,T2,0.947384
8000,neutral_atom,delta_omega,0.954681
8000,neutral_atom,epsilon_sx,0.949929
8100,superconducting,T1,0.904717
8100,superconducting,T2,0.931024
8100,superconducting,delta_omega,0.996732
8100,superconducting,epsilon_sx,0.982388
8100,trapped_ion,T1,0.994972
8100,trapped_ion,T2,0.974694
8100,trapped_ion,delta_omega,0.994974
8100,trapped_ion,epsilon_sx,0.981555
8100,neutral_atom,T1,0.950086
8100,neutral_atom,T2,0.953012
8100,neutral_atom,delta_omega,0.949101
8100,neutral_atom,epsilon_sx,0.960436
8200,superconducting,T1,0.924992
8200,superconducting,T2,0.907709
8200,superconducting,delta_omega,0.996250
8200,superconducting,epsilon_sx,0.978266
8200,trapped_ion,T1,0.994971
8200,trapped_ion,T2,0.983980
8200,trapped_ion,delta_omega,0.993246
8200,trapped_ion,epsilon_sx,0.976128
8200,neutral_atom,T1,0.972608
8200,neutral_atom,T2,0.967240
8200,neutral_atom,delta_omega,0.945557
8200,neutral_atom,epsilon_sx,0.968031
8300,superconducting,T1,0.944591
8300,superconducting,T2,0.903676
8300,superconducting,delta_omega,0.996397
8300,superconducting,epsilon_sx,0.982019
8300,trapped_ion,T1,0.996683
8300,trapped_ion,T2,0.984638
8300,trapped_ion,delta_omega,0.993988
8300,trapped_ion,epsilon_sx,0.988489
8300,neutral_atom,T1,0.903059
8300,neutral_atom,T2,0.956871
8300,neutral_atom,delta_omega,0.942485
8300,neutral_atom,epsilon_sx,0.957519
8400,superconducting,T1,0.901985
8400,superconducting,T2,0.894582
8400,superconducting,delta_omega,0.995832
8400,superconducting,epsilon_sx,0.985995
8400,trapped_ion,T1,0.994157
8400,trapped_ion,T2,0.982264
8400,trapped_ion,delta_omega,0.994372
8400,trapped_ion,epsilon_sx,0.987891
8400,neutral_atom,T1,0.955896
8400,neutral_atom,T2,0.970680
8400,neutral_atom,delta_omega,0.957581
8400,neutral_atom,epsilon_sx,0.946658
8500,superconducting,T1,0.915936
8500,superconducting,T2,0.913981
8500,superconducting,delta_omega,0.995319
8500,superconducting,epsilon_sx,0.983378
8500,trapped_ion,T1,0.996870
8500,trapped_ion,T2,0.986018
8500,trapped_ion,delta_omega,0.998007
8500,trapped_ion,epsilon_sx,0.987142
8500,neutral_atom,T1,0.970561
8500,neutral_atom,T2,0.953157
8500,neutral_atom,delta_omega,0.939102
8500,neutral_atom,epsilon_sx,0.964242
8600,superconducting,T1,0.943143
8600,superconducting,T2,0.904685
8600,superconducting,delta_omega,0.995968
8600,superconducting,epsilon_sx,0.987017
8600,trapped_ion,T1,0.993365
8600,trapped_ion,T2,0.983511
8600,trapped_ion,delta_omega,0.993690
8600,trapped_ion,epsilon_sx,0.982371
8600,neutral_atom,T1,0.811601
8600,neutral_atom,T2,0.974141
8600,neutral_atom,delta_omega,0.942053
8600,neutral_atom,epsilon_sx,0.966666
8700,superconducting,T1,0.935521
8700,superconducting,T2,0.920816
8700,superconducting,delta_omega,0.995886
8700,superconducting,epsilon_sx,0.978052
8700,trapped_ion,T1,0.996489
8700,trapped_ion,T2,0.984160
8700,trapped_ion,delta_omega,0.994149
8700,trapped_ion,epsilon_sx,0.985402
8700,neutral_atom,T1,0.943056
8700,neutral_atom,T2,0.958908
8700,neutral_atom,delta_omega,0.960788
8700,neutral_atom,epsilon_sx,0.969534
8800,superconducting,T1,0.932536
8800,superconducting,T2,0.890941
8800,superconducting,delta_omega,0.994640
8800,superconducting,epsilon_sx,0.989575
8800,trapped_ion,T1,0.994946
8800,trapped_ion,T2,0.980553
8800,trapped_ion,delta_omega,0.991277
8800,trapped_ion,epsilon_sx,0.986623
8800,neutral_atom,T1,0.917942
8800,neutral_atom,T2,0.956118
8800,neutral_atom,delta_omega,0.961511
8800,neutral_atom,epsilon_sx,0.972208
8900,superconducting,T1,0.941911
8900,superconducting,T2,0.913632
8900,superconducting,delta_omega,0.996610
8900,superconducting,epsilon_sx,0.983837
8900,trapped_ion,T1,0.996461
8900,trapped_ion,T2,0.989620
8900,trapped_ion,delta_omega,0.994234
8900,trapped_ion,epsilon_sx,0.985826
8900,neutral_atom,T1,0.919385
8900,neutral_atom,T2,0.964147
8900,neutral_atom,delta_omega,0.957216
8900,neutral_atom,epsilon_sx,0.961802
9000,superconducting,T1,0.922709
9000,superconducting,T2,0.927266
9000,superconducting,delta_omega,0.995786
9000,superconducting,epsilon_sx,0.984009
9000,trapped_ion,T1,0.993940
9000,trapped_ion,T2,0.984777
9000,trapped_ion,delta_omega,0.996566
9000,trapped_ion,epsilon_sx,0.986842
9000,neutral_atom,T1,0.951734
9000,neutral_atom,T2,0.967365
9000,neutral_atom,delta_omega,0.927322
9000,neutral_atom,epsilon_sx,0.973264
9100,superconducting,T1,0.931271
9100,superconducting,T2,0.909098
9100,superconducting,delta_omega,0.996010
9100,superconducting,epsilon_sx,0.984241
9100,trapped_ion,T1,0.995520
9100,trapped_ion,T2,0.975314
9100,trapped_ion,delta_omega,0.995880
9100,trapped_ion,epsilon_sx,0.988271
9100,neutral_atom,T1,0.941276
9100,neutral_atom,T2,0.972112
9100,neutral_atom,delta_omega,0.946328
9100,neutral_atom,epsilon_sx,0.965244
9200,superconducting,T1,0.937409
9200,superconducting,T2,0.915470
9200,superconducting,delta_omega,0.995401
9200,superconducting,epsilon_sx,0.986523
9200,trapped_ion,T1,0.994907
9200,trapped_ion,T2,0.986539
9200,trapped_ion,delta_omega,0.995203
9200,trapped_ion,epsilon_sx,0.988072
9200,neutral_atom,T1,0.955030
9200,neutral_atom,T2,0.968536
9200,neutral_atom,delta_omega,0.950422
9200,neutral_atom,epsilon_sx,0.967525
9300,superconducting,T1,0.923203
9300,superconducting,T2,0.915777
9300,superconducting,delta_omega,0.997070
9300,superconducting,epsilon_sx,0.983257
9300,trapped_ion,T1,0.996536
9300,trapped_ion,T2,0.979175
9300,trapped_ion,delta_omega,0.991743
9300,trapped_ion,epsilon_sx,0.988231
9300,neutral_atom,T1,0.944348
9300,neutral_atom,T2,0.959531
9300,neutral_atom,delta_omega,0.956277
9300,neutral_atom,epsilon_sx,0.972741
9400,superconducting,T1,0.923070
9400,superconducting,T2,0.910409
9400,superconducting,delta_omega,0.995981
9400,superconducting,epsilon_sx,0.986120
9400,trapped_ion,T1,0.994610
9400,trapped_ion,T2,0.986574
9400,trapped_ion,delta_omega,0.991388
9400,trapped_ion,epsilon_sx,0.979228
9400,neutral_atom,T1,0.947466
9400,neutral_atom,T2,0.982306
9400,neutral_atom,delta_omega,0.950726
9400,neutral_atom,epsilon_sx,0.967878
9500,superconducting,T1,0.935619
9500,superconducting,T2,0.902130
9500,superconducting,delta_omega,0.996980
9500,superconducting,epsilon_sx,0.987490
9500,trapped_ion,T1,0.996968
9500,trapped_ion,T2,0.977417
9500,trapped_ion,delta_omega,0.994653
9500,trapped_ion,epsilon_sx,0.988710
9500,neutral_atom,T1,0.955291
9500,neutral_atom,T2,0.961433
9500,neutral_atom,delta_omega,0.959335
9500,neutral_atom,epsilon_sx,0.971880
9600,superconducting,T1,0.932177
9600,superconducting,T2,0.921482
9600,superconducting,delta_omega,0.997168
9600,superconducting,epsilon_sx,0.987825
9600,trapped_ion,T1,0.994597
9600,trapped_ion,T2,0.981949
9600,trapped_ion,delta_omega,0.994328
9600,trapped_ion,epsilon_sx,0.985353
9600,neutral_atom,T1,0.950373
9600,neutral_atom,T2,0.962609
9600,neutral_atom,delta_omega,0.917400
9600,neutral_atom,epsilon_sx,0.966484
9700,superconducting,T1,0.904589
9700,superconducting,T2,0.925051
9700,superconducting,delta_omega,0.996686
9700,superconducting,epsilon_sx,0.988612
9700,trapped_ion,T1,0.993261
9700,trapped_ion,T2,0.980958
9700,trapped_ion,delta_omega,0.996485
9700,trapped_ion,epsilon_sx,0.987991
9700,neutral_atom,T1,0.947819
9700,neutral_atom,T2,0.962966
9700,neutral_atom,delta_omega,0.947386
9700,neutral_atom,epsilon_sx,0.961858
9800,superconducting,T1,0.914347
9800,superconducting,T2,0.922324
9800,superconducting,delta_omega,0.995666
9800,superconducting,epsilon_sx,0.976501
9800,trapped_ion,T1,0.996094
9800,trapped_ion,T2,0.981048
9800,trapped_ion,delta_omega,0.994590
9800,trapped_ion,epsilon_sx,0.988221
9800,neutral_atom,T1,0.938268
9800,neutral_atom,T2,0.968380
9800,neutral_atom,delta_omega,0.938556
9800,neutral_atom,epsilon_sx,0.965993
9900,superconducting,T1,0.906928
9900,superconducting,T2,0.902320
9900,superconducting,delta_omega,0.996836
9900,superconducting,epsilon_sx,0.987140
9900,trapped_ion,T1,0.996649
9900,trapped_ion,T2,0.987664
9900,trapped_ion,delta_omega,0.993481
9900,trapped_ion,epsilon_sx,0.985097
9900,neutral_atom,T1,0.930063
9900,neutral_atom,T2,0.956828
9900,neutral_atom,delta_omega,0.941922
9900,neutral_atom,epsilon_sx,0.964295
10000,superconducting,T1,0.955074
10000,superconducting,T2,0.910897
10000,superconducting,delta_omega,0.997872
10000,superconducting,epsilon_sx,0.980511
10000,trapped_ion,T1,0.993415
10000,trapped_ion,T2,0.982784
10000,trapped_ion,delta_omega,0.995125
10000,trapped_ion,epsilon_sx,0.983948
10000,neutral_atom,T1,0.903166
10000,neutral_atom,T2,0.978229
10000,neutral_atom,delta_omega,0.952909
10000,neutral_atom,epsilon_sx,0.965168
10100,superconducting,T1,0.920334
10100,superconducting,T2,0.940807
10100,superconducting,delta_omega,0.997095
10100,superconducting,epsilon_sx,0.990878
10100,trapped_ion,T1,0.996632
10100,trapped_ion,T2,0.981987
10100,trapped_ion,delta_omega,0.993369
10100,trapped_ion,epsilon_sx,0.982468
10100,neutral_atom,T1,0.945693
10100,neutral_atom,T2,0.963739
10100,neutral_atom,delta_omega,0.951002
10100,neutral_atom,epsilon_sx,0.971139
10200,superconducting,T1,0.919329
10200,superconducting,T2,0.887417
10200,superconducting,delta_omega,0.996427
10200,superconducting,epsilon_sx,0.988412
10200,trapped_ion,T1,0.995883
10200,trapped_ion,T2,0.987470
10200,trapped_ion,delta_omega,0.997395
10200,trapped_ion,epsilon_sx,0.985814
10200,neutral_atom,T1,0.928930
10200,neutral_atom,T2,0.960254
10200,neutral_atom,delta_omega,0.942758
10200,neutral_atom,epsilon_sx,0.968199
10300,superconducting,T1,0.928175
10300,superconducting,T2,0.924803
10300,superconducting,delta_omega,0.997119
10300,superconducting,epsilon_sx,0.982124
10300,trapped_ion,T1,0.993396
10300,trapped_ion,T2,0.988648
10300,trapped_ion,delta_omega,0.997037
10300,trapped_ion,epsilon_sx,0.988866
10300,neutral_atom,T1,0.950784
10300,neutral_atom,T2,0.969155
10300,neutral_atom,delta_omega,0.952443
10300,neutral_atom,epsilon_sx,0.961203
10400,superconducting,T1,0.939428
10400,superconducting,T2,0.907526
10400,superconducting,delta_omega,0.996802
10400,superconducting,epsilon_sx,0.988398
10400,trapped_ion,T1,0.996868
10400,trapped_ion,T2,0.987058
10400,trapped_ion,delta_omega,0.984133
10400,trapped_ion,epsilon_sx,0.988514
10400,neutral_atom,T1,0.959686
10400,neutral_atom,T2,0.966508
10400,neutral_atom,delta_omega,0.954888
10400,neutral_atom,epsilon_sx,0.952568
10500,superconducting,T1,0.929060
10500,superconducting,T2,0.911502
10500,superconducting,delta_omega,0.997028
10500,superconducting,epsilon_sx,0.989605
10500,trapped_ion,T1,0.995280
10500,trapped_ion,T2,0.988085
10500,trapped_ion,delta_omega,0.992874
10500,trapped_ion,epsilon_sx,0.991820
10500,neutral_atom,T1,0.910405
10500,neutral_atom,T2,0.968333
10500,neutral_atom,delta_omega,0.940954
10500,neutral_atom,epsilon_sx,0.970346
10600,superconducting,T1,0.952949
10600,superconducting,T2,0.920884
10600,superconducting,delta_omega,0.996854
10600,superconducting,epsilon_sx,0.986883
10600,trapped_ion,T1,0.996131
10600,trapped_ion,T2,0.987501
10600,trapped_ion,delta_omega,0.992173
10600,trapped_ion,epsilon_sx,0.987330
10600,neutral_atom,T1,0.931453
10600,neutral_atom,T2,0.978956
10600,neutral_atom,delta_omega,0.938542
10600,neutral_atom,epsilon_sx,0.955022
10700,superconducting,T1,0.945512
10700,superconducting,T2,0.894941
10700,superconducting,delta_omega,0.998169
10700,superconducting,epsilon_sx,0.987610
10700,trapped_ion,T1,0.995652
10700,trapped_ion,T2,0.984608
10700,trapped_ion,delta_omega,0.991377
10700,trapped_ion,epsilon_sx,0.992163
10700,neutral_atom,T1,0.966792
10700,neutral_atom,T2,0.970279
10700,neutral_atom,delta_omega,0.943868
10700,neutral_atom,epsilon_sx,0.959575
10800,superconducting,T1,0.941420
10800,superconducting,T2,0.920656
10800,superconducting,delta_omega,0.996357
10800,superconducting,epsilon_sx,0.981325
10800,trapped_ion,T1,0.996830
10800,trapped_ion,T2,0.986121
10800,trapped_ion,delta_omega,0.990962
10800,trapped_ion,epsilon_sx,0.991798
10800,neutral_atom,T1,0.961858
10800,neutral_atom,T2,0.962656
10800,neutral_atom,delta_omega,0.945159
10800,neutral_atom,epsilon_sx,0.958954
10900,superconducting,T1,0.930628
10900,superconducting,T2,0.922828
10900,superconducting,delta_omega,0.996189
10900,superconducting,epsilon_sx,0.988364
10900,trapped_ion,T1,0.997644
10900,trapped_ion,T2,0.990115
10900,trapped_ion,delta_omega,0.995198
10900,trapped_ion,epsilon_sx,0.987996
10900,neutral_atom,T1,0.955739
10900,neutral_atom,T2,0.975742
10900,neutral_atom,delta_omega,0.945468
10900,neutral_atom,epsilon_sx,0.968026
11000,superconducting,T1,0.948614
11000,superconducting,T2,0.924770
11000,superconducting,delta_omega,0.996802
11000,superconducting,epsilon_sx,0.984000
11000,trapped_ion,T1,0.997536
11000,trapped_ion,T2,0.988710
11000,trapped_ion,delta_omega,0.993856
11000,trapped_ion,epsilon_sx,0.991336
11000,neutral_atom,T1,0.974422
11000,neutral_atom,T2,0.967459
11000,neutral_atom,delta_omega,0.951238
11000,neutral_atom,epsilon_sx,0.975404
11100,superconducting,T1,0.949421
11100,superconducting,T2,0.901038
11100,superconducting,delta_omega,0.997007
11100,superconducting,epsilon_sx,0.987531
11100,trapped_ion,T1,0.996153
11100,trapped_ion,T2,0.986709
11100,trapped_ion,delta_omega,0.989968
11100,trapped_ion,epsilon_sx,0.983518
11100,neutral_atom,T1,0.934519
11100,neutral_atom,T2,0.977212
11100,neutral_atom,delta_omega,0.941693
11100,neutral_atom,epsilon_sx,0.974312
11200,superconducting,T1,0.925330
11200,superconducting,T2,0.918425
11200,superconducting,delta_omega,0.997763
11200,superconducting,epsilon_sx,0.986103
11200,trapped_ion,T1,0.996717
11200,trapped_ion,T2,0.989899
11200,trapped_ion,delta_omega,0.997211
11200,trapped_ion,epsilon_sx,0.991122
11200,neutral_atom,T1,0.972126
11200,neutral_atom,T2,0.968797
11200,neutral_atom,delta_omega,0.942323
11200,neutral_atom,epsilon_sx,0.970747
11300,superconducting,T1,0.944929
11300,superconducting,T2,0.918229
11300,superconducting,delta_omega,0.996959
11300,superconducting,epsilon_sx,0.988495
11300,trapped_ion,T1,0.995303
11300,trapped_ion,T2,0.984361
11300,trapped_ion,delta_omega,0.995116
11300,trapped_ion,epsilon_sx,0.989302
11300,neutral_atom,T1,0.957447
11300,neutral_atom,T2,0.971673
11300,neutral_atom,delta_omega,0.935204
11300,neutral_atom,epsilon_sx,0.970469
11400,superconducting,T1,0.932606
11400,superconducting,T2,0.926869
11400,superconducting,delta_omega,0.996697
11400,superconducting,epsilon_sx,0.987088
11400,trapped_ion,T1,0.995278
11400,trapped_ion,T2,0.988842
11400,trapped_ion,delta_omega,0.996120
11400,trapped_ion,epsilon_sx,0.989085
11400,neutral_atom,T1,0.922755
11400,neutral_atom,T2,0.965298
11400,neutral_atom,delta_omega,0.953701
11400,neutral_atom,epsilon_sx,0.961197
11500,superconducting,T1,0.930258
11500,superconducting,T2,0.916551
11500,superconducting,delta_omega,0.996766
11500,superconducting,epsilon_sx,0.986715
11500,trapped_ion,T1,0.996407
11500,trapped_ion,T2,0.989641
11500,trapped_ion,delta_omega,0.992980
11500,trapped_ion,epsilon_sx,0.989016
11500,neutral_atom,T1,0.908865
11500,neutral_atom,T2,0.973745
11500,neutral_atom,delta_omega,0.924963
11500,neutral_atom,epsilon_sx,0.975652
11600,superconducting,T1,0.926967
11600,superconducting,T2,0.907800
11600,superconducting,delta_omega,0.997392
11600,superconducting,epsilon_sx,0.986373
11600,trapped_ion,T1,0.995494
11600,trapped_ion,T2,0.985954
11600,trapped_ion,delta_omega,0.991109
11600,trapped_ion,epsilon_sx,0.987824
11600,neutral_atom,T1,0.918601
11600,neutral_atom,T2,0.966066
11600,neutral_atom,delta_omega,0.939662
11600,neutral_atom,epsilon_sx,0.970814
11700,superconducting,T1,0.949319
11700,superconducting,T2,0.909445
11700,superconducting,delta_omega,0.997389
11700,superconducting,epsilon_sx,0.992437
11700,trapped_ion,T1,0.996238
11700,trapped_ion,T2,0.984850
11700,trapped_ion,delta_omega,0.995947
11700,trapped_ion,epsilon_sx,0.989284
11700,neutral_atom,T1,0.942565
11700,neutral_atom,T2,0.969687
11700,neutral_atom,delta_omega,0.956664
11700,neutral_atom,epsilon_sx,0.968261
11800,superconducting,T1,0.944626
11800,superconducting,T2,0.911359
11800,superconducting,delta_omega,0.995972
11800,superconducting,epsilon_sx,0.990188
11800,trapped_ion,T1,0.996295
11800,trapped_ion,T2,0.984812
11800,trapped_ion,delta_omega,0.990596
11800,trapped_ion,epsilon_sx,0.990702
11800,neutral_atom,T1,0.923415
11800,neutral_atom,T2,0.981337
11800,neutral_atom,delta_omega,0.958145
11800,neutral_atom,epsilon_sx,0.970569
11900,superconducting,T1,0.934237
11900,superconducting,T2,0.916243
11900,superconducting,delta_omega,0.997437
11900,superconducting,epsilon_sx,0.990725
11900,trapped_ion,T1,0.996532
11900,trapped_ion,T2,0.989726
11900,trapped_ion,delta_omega,0.993159
11900,trapped_ion,epsilon_sx,0.988845
11900,neutral_atom,T1,0.951705
11900,neutral_atom,T2,0.977729
11900,neutral_atom,delta_omega,0.935168
11900,neutral_atom,epsilon_sx,0.978811
12000,superconducting,T1,0.944852
12000,superconducting,T2,0.936095
12000,superconducting,delta_omega,0.997471
12000,superconducting,epsilon_sx,0.987628
12000,trapped_ion,T1,0.996593
12000,trapped_ion,T2,0.983320
12000,trapped_ion,delta_omega,0.991551
12000,trapped_ion,epsilon_sx,0.991598
12000,neutral_atom,T1,0.957788
12000,neutral_atom,T2,0.977155
12000,neutral_atom,delta_omega,0.955641
12000,neutral_atom,epsilon_sx,0.956541
12100,superconducting,T1,0.941159
12100,superconducting,T2,0.939381
12100,superconducting,delta_omega,0.996821
12100,superconducting,epsilon_sx,0.986138
12100,trapped_ion,T1,0.996487
12100,trapped_ion,T2,0.986392
12100,trapped_ion,delta_omega,0.993041
12100,trapped_ion,epsilon_sx,0.991431
12100,neutral_atom,T1,0.925765
12100,neutral_atom,T2,0.970808
12100,neutral_atom,delta_omega,0.945740
12100,neutral_atom,epsilon_sx,0.970637
12200,superconducting,T1,0.946670
12200,superconducting,T2,0.915420
12200,superconducting,delta_omega,0.996102
12200,superconducting,epsilon_sx,0.988189
12200,trapped_ion,T1,0.995019
12200,trapped_ion,T2,0.990182
12200,trapped_ion,delta_omega,0.996093
12200,trapped_ion,epsilon_sx,0.989081
12200,neutral_atom,T1,0.962050
12200,neutral_atom,T2,0.979206
12200,neutral_atom,delta_omega,0.952688
12200,neutral_atom,epsilon_sx,0.954574
12300,superconducting,T1,0.924037
12300,superconducting,T2,0.928917
12300,superconducting,delta_omega,0.996959
12300,superconducting,epsilon_sx,0.984219
12300,trapped_ion,T1,0.997073
12300,trapped_ion,T2,0.988712
12300,trapped_ion,delta_omega,0.997415
12300,trapped_ion,epsilon_sx,0.989134
12300,neutral_atom,T1,0.881566
12300,neutral_atom,T2,0.970746
12300,neutral_atom,delta_omega,0.941892
12300,neutral_atom,epsilon_sx,0.967162
12400,superconducting,T1,0.935030
12400,superconducting,T2,0.906797
12400,superconducting,delta_omega,0.996758
12400,superconducting,epsilon_sx,0.987822
12400,trapped_ion,T1,0.997250
12400,trapped_ion,T2,0.988814
12400,trapped_ion,delta_omega,0.991545
12400,trapped_ion,epsilon_sx,0.987279
12400,neutral_atom,T1,0.931631
12400,neutral_atom,T2,0.973730
12400,neutral_atom,delta_omega,0.940737
12400,neutral_atom,epsilon_sx,0.956190
12500,superconducting,T1,0.923677
12500,superconducting,T2,0.906733
12500,superconducting,delta_omega,0.996743
12500,superconducting,epsilon_sx,0.991525
12500,trapped_ion,T1,0.997790
12500,trapped_ion,T2,0.987614
12500,trapped_ion,delta_omega,0.991047
12500,trapped_ion,epsilon_sx,0.988911
12500,neutral_atom,T1,0.935766
12500,neutral_atom,T2,0.975853
12500,neutral_atom,delta_omega,0.936373
12500,neutral_atom,epsilon_sx,0.970475
12600,superconducting,T1,0.937151
12600,superconducting,T2,0.937440
12600,superconducting,delta_omega,0.997573
12600,superconducting,epsilon_sx,0.993124
12600,trapped_ion,T1,0.994349
12600,trapped_ion,T2,0.989862
12600,trapped_ion,delta_omega,0.993080
12600,trapped_ion,epsilon_sx,0.992658
12600,neutral_atom,T1,0.881749
12600,neutral_atom,T2,0.967089
12600,neutral_atom,delta_omega,0.947554
12600,neutral_atom,epsilon_sx,0.974334
12700,superconducting,T1,0.935571
12700,superconducting,T2,0.894434
12700,superconducting,delta_omega,0.997218
12700,superconducting,epsilon_sx,0.986276
12700,trapped_ion,T1,0.996575
12700,trapped_ion,T2,0.987611
12700,trapped_ion,delta_omega,0.995091
12700,trapped_ion,epsilon_sx,0.989343
12700,neutral_atom,T1,0.960098
12700,neutral_atom,T2,0.980728
12700,neutral_atom,delta_omega,0.944926
12700,neutral_atom,epsilon_sx,0.966958
12800,superconducting,T1,0.947993
12800,superconducting,T2,0.909957
12800,superconducting,delta_omega,0.997416
12800,superconducting,epsilon_sx,0.989366
12800,trapped_ion,T1,0.998084
12800,trapped_ion,T2,0.990668
12800,trapped_ion,delta_omega,0.991634
12800,trapped_ion,epsilon_sx,0.989571
12800,neutral_atom,T1,0.957023
12800,neutral_atom,T2,0.968526
12800,neutral_atom,delta_omega,0.950046
12800,neutral_atom,epsilon_sx,0.977800
